Name	Set	ImageFile	Type	Sub-Type	Cost	Attack	Defense	Speed	Damage	Effect	
Ascend - Shuhei (Shinigami)	Shinigami	Shuhei - Kazeshini.PNG	Token	Shinigami Kare	1	15	15	7	8 + 2x	【Ascended from "Shuhei Hisagi"】  【Reaper】  【R2 Action】 During Ally Phase: Tag target enemy squadrons.	
Ascend - Ulquiorra (Shinigami)	Shinigami	Ulquiorra - Murcielago.PNG	Token	Arrancar Kyomu	3	15	20	8	8 + 2x	【Ascended from "Ulquiorra"】 【Limit Action】 Spend your Extra Charge; inflict Bolt (10) to target enemy squadron.	
Ascend - Toshiro (Shinigami)	Shinigami	Toshiro - Hyorinmaru.PNG	Token	Shinigami Hyoketsu	2	15	25	5	9 + 2x	【Ascended from "Hitsugaya Toshiro"】 【Guardian】  【Action】 Spend your Extra Charge; Choose 1. You can only choose each effect once: •Destroy target ability. •Inflict Suppress (2) to target enemy squadron.	
Token - Los Lobos (Shinigami) (Coyote Starrk)	Shinigami	Los Lobos.PNG	Token	Arrancar Pack	-	15	20	4	7 + 1x	【Passive】 If "Coyote Starrk - Los Lobos" leaves the field, destroy this card. 【Active】 Ally "Coyote Starrk - Los Lobos" cannot be targeted by enemy attacks or effects.	
Yoruichi Shihoin	Shinigami	Yoruichi Shihoin.PNG	Squadron	Shinigami Shunko	1	10	10	6	5 + 1x	【R2 Action】 After this card attacks: Tag it with a Shinigami or Arrancar squadron. That squadron cannot attack for the rest of this turn. 【R2 Assist】 After a Shinigami or Arrancar squadron attacks: Tag it with this card. Ally Snipers cannot attack and this card cannot attack directly this turn.	
Kenpachi Zaraki	Shinigami	Kenpachi Zaraki.PNG	Squadron	Shinigami Oni	1	10	20	4	7 + 1x	【Reaper】 【Passive】 If there is another ally Shinigami or Arrancar squadron: Becomes the following during combat based on the soul cost of the squadron it is battling: •[1]: (15/20/5). •[2]: (20/20/6). •[3]: (25/20/7).	
Nnoitra	Shinigami	Nnoitra.PNG	Squadron	Arrancar Zetsubo	0	10	20	4	7 + 1x	【R2 Action】 When another Shinigami or Arrancar squadron earns a combat kill, or an ally squadron dies: Ascend.  【Death】 Deploy 1 Arrancar or Shinigami squadron, then you may Ascend it. 	
Byakuya Kuchiki	Shinigami	Byakuya Kuchiki.PNG	Squadron	Shinigami Sakura	1	10	20	7	7 + 3x	【R2 Action】 If an ally squadron earned a combat kill this turn: Ascend 【Skill】 Tag with target ally Shinigami or Arrancar squadron.	
Gin Ichimaru	Shinigami	Gin Ichimaru.PNG	Squadron	Shinigami Yari	1	10	15	8	9 + 1x	【Reaper】 【Action】 Spend your Extra Charge; inflict Stun (2) to target enemy squadron. 【R2 Skill】 When another squadron attacks: Ascend.	
Grimmjow	Shinigami	Grimmjow.PNG	Squadron	Arrancar Hakai	1	10	20	6	9 + 1x	【R2 Skill】 During Charge Phase: Ascend.  【R2 Action】 When this card inflicts combat damage: Draw 1, then if it retaliated: Discard 1.	
Ascend - Yoruichi (Shinigami)	Shinigami	Yoruichi - Raijin.PNG	Token	Shinigami Shunko	3	10	15	9	7 + 1x	【Ascended from "Yoruichi Shihoin"】 【Mobility】 【R2 Action】 After this card attacks: Tag it with a support Shinigami or Arrancar squadron. That squadron cannot attack for the rest of this turn. 【R2 Assist】 After a Shinigami or Arrancar squadron attacks: Tag it with this card. Ally Snipers cannot attack and this card cannot attack directly this turn.	
Ascend - Byakuya (Shinigami)	Shinigami	Byakuya - Kageyoshi.PNG	Token	Shinigami Sakura	2	10	20	8	8 + 2x	【Ascended from "Byakuya Kuchiki"】 【Entry】 Place 1 "Senbonzakura" marker. Revert when that marker leaves the field. 【R2 Skill】 Detonate ally "Senbonzakura" marker and Extra Charge.	
Ascend - Gin (Shinigami)	Shinigami	Gin - Shinso.PNG	Token	Shinigami Yari	2	10	20	9	8 + 2x	【Ascended from "Gin Ichimaru"】 【Reaper】 【Piercing Strike】 【Unblockable】	
Abyssal Genesis Alt 1	Souls	Abyssal Genesis Alt 1.PNG	Squadron	-	-	-	-	-	-	-	
Nameless King Alt 1	Souls	Nameless King Alt 1.PNG	Squadron	-	-	-	-	-	-	-	
Orphan of Kos Alt 1	Souls	Orphan of Kos Alt 1.PNG	Squadron	Kosm Soul	-	-	-	-	-	-	
Pontiff Sulyvahn Alt 1	Souls	Pontiff Sulyvahn Alt 1.PNG	Squadron	-	-	-	-	-	-	-	
Marker - Thunder (Souls) (Nameless King)	Souls	Thunder.PNG	Token	-	-	-	-	-	-	【Expire】 End of Enemy Phase. 【Passive】 A squadron in this zone takes an additional 5 combat damage and cannot block or activate its effects during Combat Phase.	
Abysswalker	Souls	Abysswalker.PNG	Squadron	Fallen Soul	3	30	30	4	8 + 2x	【Hand】 Delete 4 squadrons from ally graveyard; deploy this card for [1] and it becomes (20/20/4/6 + 2x)  『"Without doubt he will be swallowed by the Abyss, overcome by its utter blackness... Indeed, the Abyss may be unstoppable..."』	
Orphan of Kos	Souls	Orphan of Kos.PNG	Squadron	Kosm Soul	3	30	20	5	8 + 2x	【Unblockable】 【R3】 When an ally squadron dies: Pay [2]; create this card. If the squadron died from an enemy effect: Inflict permanent Defense (-5) to all enemy squadrons.  『"Mercy for the poor, wizened child... Mercy, oh please..."』	
Demon of Hatred	Souls	Demon of Hatred.PNG	Squadron	Shura Soul	3	25	25	4	9 + 2x	【Hand】 Sacrifice 1 squadron that has earned a combat kill and deploy this card for [-1]. 【Active】 If this card can be attacked: Enemy can only target this card for attacks.	
Nameless King	Souls	Nameless King.PNG	Squadron	Forgotten Soul	3	25	30	4	9 + 2x	【Squadron Instant】 【Action】 Place 1 "Thunder" marker.  『"The Nameless King, ally of the ancient dragons, fought beside the Stormdrake in countless battles.  When the great beast fell, the king claimed his soul, as was the custom in the age of gods"』	
Slave Knight	Souls	Slave Knight.PNG	Squadron	Dark Soul	2	20	20	4	10 + 1x	【Limit Action】 Sacrifice 1 squadron, then draw 1. 【Passive】 If you have [1+] souls, gains Defense (5). If you have [2+] souls, gains Speed (1).  『"Gael sought the blood of the dark soul as pigment for the Painted World. But he knew he was no Champion, that the dark soul would likely ruin him and that he had little hope of a safe return."』	
Abyss Watcher	Souls	Abyss Watcher.PNG	Squadron	Legion Soul	3	20	25	4	6 + 2x	【Nameless】 【Action】 Create 2 "Abyss Watcher" from hand or deck, 1 to ally field, and 1 to enemy field.	
Abyssal Genesis	Souls	Abyssal Genesis.PNG	Squadron	Chasm Soul	2	20	20	5	7 + 2x	【Limit Skill】 Inflict Suppress (2) to target enemy squadron. 【Active】 The squadron that is affected by this card's Action stays Suppressed even when the status reaches (0).  『"Ancient Manus was clearly once human. But he became the Father of the Abyss after his humanity went wild, eternally seeking his precious broken pendant"』	
First of the Dead	Souls	First of the Dead.PNG	Squadron	Pestilence Soul	2	20	20	3	8 + 2x	【Deploy】 Mill 3. If you milled a squadron: You may create 1 "Minion of the Dead" token. 【Death】 Inflict permanent Defense (-5) to the squadron that killed this card by combat.	
Pontiff Sulyvahn	Souls	Pontiff Sulyvahn.PNG	Squadron	Corrupt Soul	2	20	20	6	8 + 2x	【Limit Skill】 Self-inflict permanent Speed (-2); create 1 "Pontiff Shade" token.	
Soul of Cinder	Souls	Soul of Cinder.PNG	Squadron	Cycle Soul	3	15	20	6	10 + 1x	【Action】 Delete 1 squadron from ally graveyard; this card gains the properties of that squadron until the end of Enemy Phase. 【Death】 Recreate with 25/25/4 and self-inflict Nullify.	
Moon Presence	Souls	Moon Presence.PNG	Squadron	Eldritch Soul	1	15	25	3	5 + 3x	【R3】 Pay [1] and delete 3 abilities from ally graveyard; create this card.	
Sword Saint	Souls	Sword Saint.PNG	Squadron	Kensei Soul	3	15	25	5	6 + 3x	【R3】 Sacrifice 1 squadron that has taken combat damage this turn and pay [2]; create this card. 【Action】 If this card has not attacked this turn: Inflict Bolt (5) to target enemy squadron. This Bolt may be used up to 3 times per turn and can be blocked and retaliated against.  『"Hesistation is defeat."』	
Iudex Gundyr	Souls	Iudex Gundyr.PNG	Squadron	Champion Soul	2	15	25	4	8 + 2x	【Hand】 Deploy this card for [1] and it becomes (10/20/3/8). 【Active】 Active Squadrons apply their defense for combat damage when they initiate combat against squadrons.  『"Once, a champion came late to the festivities, and was greeted by a shrine without fire, and a bell that would not toll."』	
Sister Friede	Souls	Sister Friede.PNG	Squadron	Snowdrift Soul	2	15	15	7	8 + 2x	【Sneak Strike】 【Skill】 Conceal and reposition. 【Limit Ambush】 When this card declares an attack: Gain Attack (10) and Unblockable (1). 【Death】 Recreate, Ascend, then self-inflict Vanish (1).  『"Tis only the flame, quivering at misguided Ash."』	
Ascend - Blackflame Friede (Souls)(Sister Friede)	Souls	Blackflame Friede.PNG	Token	Infernal Soul	4	25	20	7	12	【Ascended from "Sister Friede"】 【Unblockable】  『"When the Ashes are two, a flame alighteth. Thou'rt Ash, and fire befits thee, of course..."』	
Mirror Knight	Souls	Mirror Knight.PNG	Squadron	Reflection Soul	1	15	20	3	9 + 1x	【Armor (10)】 【Entry】 Draw 1. 【Active】 Retaliation damage is inflicted to this card's defense before its armor.	
Token - Pontiff Shade (Souls) (Pontiff Sulyvahn)	Souls	Pontiff Shade.PNG	Token	Soul Shadow	-	15	20	3	8	『"Pontiff Sulyvahn of Irithyll imprisoned a god of the old royalty in the abandoned cathedral, to be fed to the devourer."』	
Iron Golem	Souls	Iron Golem.PNG	Squadron	Guardian Soul	0	10	15	3	8 + 1x	【Armor (10)】 【Death】 When this card dies by combat: Draw 1.	
Token - Minion of the Dead (Souls) (First of the Dead)	Souls	Minion of the Dead.PNG	Token	Undead	-	10	15	6	6	【Lifeless】	
Lady Maria	Souls	Lady Maria.PNG	Squadron	Blood Soul	2	5	15	7	8 + 2x	【Dual Strike】 【Hand】 Pay life in multiples of 5; deploy this card, reducing its cost by [1] for every 5 paid. 【Passive】 Gains Attack (+5) for every 15 life you've lost under base (Max: +10).  『"Only an honest death will cure you now... Liberate you from your wild curiosity..."』	
Blood Painter	Souls	Blood Painter.PNG	Squadron	Nameless Soul	0	0	5	3	0	【Post-Charge】 Return 1 squadron from hand to the bottom of deck, then draw 1. 【Limit Assist】 Extra Charge and deploy 1 squadron.  『"I will name this painting 'Ash'. 'Twill be a cold, dark, and very gentle place."』	
Plain Doll	Souls	Plain Doll.PNG	Squadron	Animate Soul	0	0	5	3	8 + 2x	【Assist】 During your Prep Phase, you must draw 1 and reveal it, then lose life equal to the revealed card's soul cost x2.  『"May you find your worth in the waking world."』	
Icon - Armor	Tokens	Armor.PNG	Token	-	-	-	-	-	-	-	
Icon - Attack Down	Tokens	Attack Down.PNG	Token	-	-	-	-	-	-	-	
Icon - Attack Up	Tokens	Attack Up.PNG	Token	-	-	-	-	-	-	-	
Icon - Defense Down	Tokens	Defense Down.PNG	Token	-	-	-	-	-	-	-	
Icon - Defense Up	Tokens	Defense Up.PNG	Token	-	-	-	-	-	-	-	
Icon - Nullify	Tokens	Nullify.PNG	Token	-	-	-	-	-	-	-	
Icon - Speed Down	Tokens	Speed Down.PNG	Token	-	-	-	-	-	-	-	
Icon - Speed Up	Tokens	Speed Up.PNG	Token	-	-	-	-	-	-	-	
Icon - Transient	Tokens	Transient.PNG	Token	-	-	-	-	-	-	-	
Equal Exchange	Universal	Equal Exchange.PNG	Ability	Universal	0	-	-	R1	-	Draw 1. You may discard 1 to draw an additional 1. You cannot draw from abilities for the rest of the turn.	
Galdr of Sleep	Universal	Galdr of Sleep.PNG	Ability	Universal	1	-	-	R1	-	Inflict Suppress (2) to target enemy squadron.	
Id Purpose	Universal	Id Purpose.PNG	Ability	Universal	1	-	-	R1	-	【Limit】 Look at enemy hand, then they discard target card.	
Id Purpose Alt 1	Universal	Id Purpose Alt 1.PNG	Ability	-	-	-	-	-	-	-	
Immolate	Universal	Immolate.PNG	Ability	Universal	0	-	-	R1	-	【Limit】 Inflict Bolt (5) to target squadron.	
Northwind	Universal	Northwind.PNG	Ability	Universal	0	-	-	R2	-	【Limit】 Apply 1 based on whose turn it is: •Ally Phase: Reposition target enemy squadron. •Enemy Phase, outside of Combat Phase: Reposition target ally squadron.	
Plasma Twister	Universal	Plasma Twister.PNG	Ability	Universal	0	-	-	R1	-	【Limit】 Destroy target card in the ability zone.	
Plasma Twister Alt 1	Universal	Plasma Twister Alt 1.PNG	Ability	Universal	-	-	-	-	-	-	
Prayer of Nullity	Universal	Prayer of Nullity.PNG	Ability	Universal	2	-	-	R1	-	Destroy target enemy squadron. You may activate this card for [1]; destroy target ability instead.	
Research	Universal	Research.PNG	Ability	Universal	0	-	-	R1	-	Recon 3, then draw 1. You cannot draw from the effects of abilities for the rest of the turn.	
Research Alt 1	Universal	Research Alt 1.PNG	Ability	Universal	-	-	-	-	-	-	
Samsara Wheel	Universal	Samsara Wheel.PNG	Ability	Universal	0	-	-	R1	-	【Limit】 Choose 1: •Recall target enemy soul cost [1] or lower support squadron. •Pay the soul cost of target enemy support squadron; return targeted squadron to deck.	
Soul Barrier	Universal	Soul Barrier.PNG	Ability	Universal	1	-	-	R2	-	【Limit】 When an attack is declared directly or against an ally squadron that has not taken combat damage from an active squadron this turn: Nullify all damage from that battle.	
Time Warp	Universal	Time Warp.PNG	Ability	Universal	1	-	-	R2	-	【Limit】 Nullify the activation of an ability effect and destroy that card. Enemy Charges equal to the paid cost of the nullified card or effect.	
Vow of Silence	Universal	Vow of Silence.PNG	Ability	Universal	0	-	-	R2	-	【Limit】 Declare a squadron name; Cards with the declared name cannot activate their effects until the end of the turn.	
Blood Pact	Universal	Blood Pact.PNG	Augment	Universal	0	-	-	-	-	Augment target ally squadron:  "〖Death〗 Pay [1]; draw 2."	
Soul Blossom	Universal	Soul Blossom.PNG	Eternal Ability	Universal	0	-	-	-	-	【Pre-Charge】 Self-sacrifice, then Extra Charge or draw 1.	
Soul Blossom Alt 1	Universal	Soul Blossom Alt 1.PNG	Eternal Ability	-	-	-	-	-	-	-	
Firestorm Wraith	Universal	Firestorm Wraith.PNG	Squadron	Apparition	1	15	15	7	5 + 3x	【Entry】 Look at enemy hand, then they discard target card and draw 1.	
Forgotten Spirit	Universal	Forgotten Spirit.PNG	Squadron	Fading Apparition	0	10	10	5	6 + 2x	【Lifeless】 【Death】 When this card dies by combat: Lose 7 life; Extra Charge.	
Faris	Universal	Faris.PNG	Squadron	Future Gadget	0	0	5	3	0	【Limit Assist】 Sacrifice 1 active ally squadron and Transient create target squadron from ally graveyard with equal soul cost and a different name than ally deleted cards.	
Makise Kurisu	Universal	Makise Kurisu.PNG	Squadron	Future Scientist	0	0	5	3	0	【Assist】 Excavate 1, then if it is an ability: Send it to the graveyard. During ally End Phase: Recover the sent card.	
Shiina Mayuri	Universal	Shiina Mayuri.PNG	Squadron	Future Gadget	0	0	5	3	0	【Soulless】 【Death】 When this card dies by combat: Pay [1]; recall it and the squadron that destroyed it.	
Pyreflies	Universal	Pyreflies.PNG	Squadron	Afterlife Apparition	0	0	5	3	5 + 2x	【Deploy】 Delete target squadron from ally graveyard with a different name than ally deleted cards and pay its soul cost; this card gains the effects and combat stats of that squadron, but is destroyed at the end of Enemy Phase.	
